RepRapFirmware height map file v2 generated at 2020-09-03 12:26, min error -1.152, max error 2.047, mean 0.437, deviation 0.944
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
0.00,720.00,30.00,1100.00,-1.00,200.00,300.00,4,4
  1.402,  1.636,  1.964,  2.047
  0.134,  0.464,  0.623,  0.987
 -0.781, -0.453,  0.036,  0.352
 -1.152, -0.678, -0.119,  0.527
